600,600,0.114454,27110414,57768381
1000,1000,0.493551,125663665,260203804
1400,1400,1.656041,346025415,683883493
1800,1800,3.335958,745294934,1458506512
2200,2200,6.164397,2075831308,2581861542
2600,2600,10.233303,4413410689,4211130999
3000,3000,15.909191,6781005658,6426614018
4096,4096,40.539713,17527991366,15941842794
6144,6144,148.454332,59168898509,55203344099
8192,8192,337.546898,140072273521,128669491339
10240,10240,656.604017,273636111006,254718345954
