600,600,0.197254,244737026,41046323
1000,1000,1.198052,1215316166,314076972
1400,1400,3.306970,3415536972,1316319386
600,600,0.196333,244786031,41538499
1000,1000,1.400391,1235568147,369918565
1400,1400,3.998855,3434200622,1303426067
600,600,0.194134,244763234,40417348
1000,1000,1.191542,1215369036,296296103
1400,1400,3.885465,3521800397,1543941601
