600,600,0.111
1000,1000,0.499
1400,1400,1.48
1800,1800,3.133
2200,2200,5.721
2600,2600,9.44
3000,3000,14.517
600,600,0.107
1000,1000,0.505
1400,1400,1.481
1800,1800,3.143
2200,2200,5.711
2600,2600,9.415
3000,3000,14.446
600,600,0.108
1000,1000,0.494
1400,1400,1.488
1800,1800,3.117
2200,2200,5.699
2600,2600,9.423
3000,3000,14.523
600,600,0.108
1000,1000,0.497
1400,1400,1.474
1800,1800,3.117
2200,2200,5.724
2600,2600,9.452
3000,3000,14.515
